ID (GT),Missing Time Points,ID (Dino),x (GT),y (GT),z (GT),x (Dino),y (Dino),z (Dino),t,t_start (GT),t_start (Dino),FI (GT),FI (Dino),Track Length (GT),Track Length (Dino),Feature 0,Feature 1,Feature 2,Distance,Multi ID (Dino),Multi Distance (Dino)
4384,83,9198,267.818,429.636,7.182,267.28943,427.6291,4.33479,83.0,67.0,40.0,1.0,5.586,33.0,49.0,15.83,-0.7725,-0.017,3.5232993967303043,,
4384,89,9198,266.182,430.545,7.091,263.56015,429.86035,4.5060754,89.0,67.0,40.0,1.0,4.266,33.0,49.0,7.406,-0.00798,-0.1929,3.7449537023420167,,
4384,95,16252,262.364,435.182,7.364,262.4321,431.6453,4.479844,95.0,67.0,78.0,1.0,5.535,33.0,14.0,11.78,-0.502,0.1693,4.56412536334575,,
4387,68,14226,422.091,289.364,5.455,419.84482,279.77588,0.0,68.0,67.0,68.0,1.0,2.164,18.0,13.0,-6.883,-0.3164,-0.6006,11.257637173350364,,
4387,69,13080,421.0,288.727,5.273,426.77026,292.89883,4.3738446,69.0,67.0,61.0,1.0,3.348,18.0,6.0,8.85,-0.02492,-0.3003,7.176945481878015,,
4387,71,14929,419.909,288.182,5.273,427.55423,277.1449,7.999998,71.0,67.0,71.0,1.0,3.008,18.0,6.0,-7.973,1.917,0.3516,13.700497664497616,,
4387,72,1274,419.909,287.091,5.364,430.7833,294.47034,1.3493824,72.0,67.0,0.0,1.0,4.47,18.0,95.0,3.607,1.11,0.145,13.741259541971765,,
4388,76,12030,133.636,470.364,7.0,126.30337,475.15277,5.3449597,76.0,67.0,56.0,1.0,4.92,21.0,33.0,4.87,-1.155,0.7974,8.912852474063733,,
4388,79,16422,114.0,477.364,7.364,102.388535,478.1564,7.999998,79.0,67.0,79.0,1.0,1.128,21.0,8.0,-4.965,-0.7812,0.197,11.65583590576965,,
4388,85,16423,109.818,478.727,7.455,100.746735,475.4871,5.3954573,85.0,67.0,79.0,1.0,3.465,21.0,6.0,5.4,-0.7075,-0.0803,9.85020389856718,,
4392,82,16606,308.364,435.273,-0.636,309.51004,439.95673,0.6791352,82.0,67.0,80.0,1.0,2.533,26.0,15.0,6.516,2.494,-0.1492,4.998031111225581,,
4394,90,16154,183.0,18.545,8.909,181.67082,20.055458,5.2622914,90.0,70.0,78.0,1.0,4.49,30.0,12.0,6.504,-0.749,-0.2113,4.164935348295096,,
4395,93,18536,196.909,210.0,4.091,200.36278,208.70596,3.8368735,93.0,67.0,90.0,1.0,4.316,31.0,7.0,10.63,-0.3115,0.291,3.696987434114728,,
4395,95,13154,183.545,210.636,3.273,192.51973,203.99971,0.0,95.0,67.0,62.0,1.0,8.57,31.0,32.0,-9.19,-0.621,-0.525,11.631794897478224,,
4396,67,12627,353.273,11.0,4.545,355.9493,12.3249445,1.166061,67.0,67.0,59.0,1.0,-0.618,16.0,7.0,0.745,-0.713,0.8174,4.509466529845973,,
4396,68,12257,354.091,10.818,4.455,342.45593,12.504148,3.376326,68.0,67.0,57.0,1.0,3.67,16.0,17.0,2.541,-0.159,0.244,11.805993671905794,,
4400,81,9439,366.0,201.091,-0.364,364.91895,200.06873,3.3652368,81.0,67.0,42.0,1.0,4.477,17.0,51.0,10.68,-0.3804,0.02957,4.015085573916736,,
4402,71,13273,40.455,169.818,8.818,40.620182,173.03131,6.720217,71.0,67.0,63.0,1.0,4.547,7.0,32.0,10.516,-2.984,-0.547,3.841007649603534,,
4402,73,13273,34.455,183.0,9.727,33.179718,181.09427,6.593798,73.0,67.0,63.0,1.0,4.93,7.0,32.0,6.508,-1.501,-0.2418,3.882667354439216,,
4413,74,9886,239.182,507.182,9.273,238.95943,505.59564,6.0637174,74.0,68.0,44.0,1.0,4.28,13.0,31.0,7.375,-2.9,-0.287,3.586860780844832,,
4414,71,10462,114.909,362.636,9.0,116.04244,360.24066,6.377413,71.0,68.0,47.0,1.0,4.4,9.0,32.0,8.32,-1.451,-0.3853,3.728310947569844,,
4423,89,15326,97.818,292.909,-0.727,93.705986,291.62152,2.415489,89.0,89.0,74.0,1.0,5.957,11.0,25.0,16.28,0.8794,-0.834,5.333057378438475,,
4426,70,11287,218.182,94.545,5.909,212.4119,96.82672,1.5353955,70.0,68.0,52.0,1.0,4.695,9.0,8.0,6.746,2.355,-0.2556,7.59135801361127,,
4429,81,12333,363.545,489.818,-0.455,363.4672,492.84756,1.6082416,81.0,78.0,57.0,1.0,3.172,9.0,28.0,8.734,0.8853,0.2957,3.66623138025556,,
4429,82,12333,358.182,493.0,-0.273,361.49228,493.99774,1.3951132,82.0,78.0,57.0,1.0,3.807,9.0,28.0,7.516,1.632,-0.4885,3.838755063039856,,
4433,69,12838,448.636,119.091,8.909,438.37726,117.423775,4.440612,69.0,68.0,60.0,1.0,3.357,7.0,11.0,3.168,-0.7964,-0.4912,11.313172716208744,,
4437,75,13672,96.636,232.636,-0.364,95.55948,231.68864,3.3953624,75.0,69.0,65.0,1.0,4.52,10.0,22.0,8.625,-0.532,-0.0299,4.023579492756888,,
4439,68,12273,394.0,76.636,9.818,387.9497,82.64018,1.7846274,68.0,68.0,57.0,1.0,3.684,32.0,22.0,7.016,1.532,-0.3389,11.712872529521984,,
4440,83,17149,352.364,305.818,4.818,355.7734,304.58023,6.6386933,83.0,68.0,83.0,1.0,4.316,23.0,5.0,8.67,-3.05,-0.4707,4.0584488447638405,,
4440,90,15792,376.727,313.455,3.455,371.104,308.64627,5.979379,90.0,68.0,76.0,1.0,6.324,23.0,20.0,12.93,-1.14,-0.2355,7.817576513763111,,
4441,71,14070,175.091,399.727,2.909,175.96382,392.1536,3.5868976,71.0,68.0,67.0,1.0,2.883,5.0,4.0,4.133,-0.7686,0.04187,7.653610093837131,,
4449,76,13154,219.182,191.182,3.727,223.26642,193.3103,3.868961,76.0,68.0,62.0,1.0,4.008,20.0,32.0,8.44,-2.365,0.567,4.60785205404007,,
4454,68,12698,170.727,378.364,6.273,168.78052,377.59207,3.1296341,68.0,68.0,59.0,1.0,4.477,12.0,32.0,12.555,-0.2668,-0.3054,3.7769577038382143,,
4458,68,11238,232.364,452.455,-0.727,229.99033,450.2084,1.8377662,68.0,68.0,52.0,1.0,3.443,5.0,21.0,6.527,1.125,-0.05865,4.154461034786879,,
4459,74,12931,178.909,434.0,9.091,177.82304,434.40903,5.6129546,74.0,68.0,60.0,1.0,4.453,17.0,14.0,10.67,-0.536,-0.513,3.666526212501573,,
4459,77,13752,179.273,433.909,9.182,177.64914,433.8462,5.666634,77.0,68.0,65.0,1.0,4.5,17.0,15.0,9.06,-0.781,-0.0842,3.872810769138614,,
4459,78,13752,178.727,434.0,9.273,177.64862,433.82782,5.6628327,78.0,68.0,65.0,1.0,4.95,17.0,15.0,11.01,-1.209,-0.2341,3.7717180847445793,,
4460,69,14358,209.182,332.091,0.091,212.86348,333.31967,1.4498434,69.0,68.0,68.0,1.0,3.266,18.0,9.0,6.656,1.913,-0.265,4.112101694392253,,
4460,70,14358,208.636,331.0,0.364,209.10677,334.65894,1.2718465,70.0,68.0,68.0,1.0,3.93,18.0,9.0,8.9,0.6143,-0.487,3.799164590283246,,
4461,91,18463,145.909,82.182,3.364,149.00143,76.67578,2.1596107,91.0,68.0,90.0,1.0,4.203,32.0,7.0,8.94,2.021,0.649,6.429007355669654,,
4467,69,9439,363.091,206.545,6.273,362.2234,199.17998,3.1628177,69.0,68.0,42.0,1.0,4.47,18.0,51.0,11.57,-0.52,-0.0658,8.041733849092063,,
4467,72,14686,357.182,206.182,5.364,360.15454,203.96532,0.75949854,72.0,68.0,70.0,1.0,3.334,18.0,30.0,10.81,3.04,-0.10315,5.911945362496342,,
4470,99,15253,462.636,384.545,-0.273,460.91324,382.64206,2.1190324,99.0,85.0,73.0,1.0,4.08,15.0,18.0,6.504,1.138,-0.2708,3.508689451041505,,
4471,78,13896,146.545,389.273,7.636,145.74266,389.92273,4.272448,78.0,69.0,66.0,1.0,5.31,28.0,30.0,12.91,-0.731,0.1531,3.5184343968879044,,
4472,72,14465,182.364,300.455,7.273,189.03592,309.45172,5.6513553,72.0,69.0,69.0,1.0,4.15,6.0,12.0,2.219,0.7905,-0.1387,11.3174740458213,,
4476,77,10353,193.455,82.818,9.727,194.30826,82.54499,6.1154776,77.0,75.0,46.0,1.0,3.127,6.0,33.0,13.92,-5.273,-0.4812,3.7209785182666297,,
4477,82,12419,98.182,86.727,8.818,102.52481,85.269066,6.820141,82.0,69.0,58.0,1.0,4.004,30.0,23.0,11.21,-3.977,-0.6587,4.997700554088553,,
4477,89,7924,94.364,87.273,8.0,97.46303,86.95872,6.310395,89.0,69.0,33.0,1.0,5.594,30.0,56.0,12.45,-2.701,-0.12054,3.5436596782598904,,
4477,90,7924,94.0,87.818,8.273,97.19153,86.86913,6.297334,90.0,69.0,33.0,1.0,5.69,30.0,56.0,9.81,-2.756,-0.8687,3.871624227808789,,
4477,91,7924,93.455,87.364,8.182,96.51268,86.68896,6.291726,91.0,69.0,33.0,1.0,5.492,30.0,56.0,9.625,-2.418,0.1726,3.657625155627083,,
4479,75,15126,51.182,453.636,-0.818,51.09411,457.4432,1.4854869,75.0,69.0,72.0,1.0,4.113,7.0,7.0,11.1,1.372,-1.232,4.450679542561041,,
4481,77,13441,474.455,444.273,3.636,473.60974,449.21002,1.1541033,77.0,69.0,63.0,1.0,5.355,9.0,19.0,14.805,0.8594,-1.229,5.590030606130033,,
4489,69,14245,403.545,283.364,5.182,410.57068,284.25403,7.9999986,69.0,69.0,68.0,1.0,2.145,11.0,10.0,-1.971,-0.6074,0.05075,7.621905862243479,,
4494,95,12497,156.364,156.727,8.818,155.35248,155.62848,5.3267756,95.0,84.0,58.0,1.0,4.055,16.0,33.0,10.195,-1.188,0.2979,3.797178783248868,,
4495,86,13493,99.0,478.091,6.273,94.14196,473.74796,1.6910241,86.0,69.0,64.0,1.0,5.074,31.0,26.0,7.81,2.102,-0.1838,7.965993486777472,,
4495,97,19341,74.636,486.727,7.273,75.10259,486.17163,1.0422187,97.0,69.0,95.0,1.0,1.474,31.0,5.0,2.879,0.2039,0.192,6.272860406021297,,
4495,99,19341,64.273,488.455,8.0,75.0113,486.32535,0.3075522,99.0,69.0,95.0,1.0,2.455,31.0,5.0,1.725,0.964,-0.513,13.379844885805849,,
4505,76,14567,238.909,110.091,9.727,236.51784,109.412315,5.861782,76.0,69.0,69.0,1.0,3.969,9.0,9.0,6.848,-1.153,0.4868,4.595450974860783,,
4508,78,15185,145.636,11.455,1.636,142.01175,16.984146,1.2981766,78.0,69.0,73.0,1.0,3.008,18.0,14.0,8.266,1.232,-0.6084,6.61972568928679,,
4512,78,13305,405.273,109.364,3.273,409.13144,109.55141,2.6334932,78.0,69.0,63.0,1.0,5.12,18.0,21.0,9.93,1.27,0.1455,3.915565181291972,,
4519,71,12759,367.909,364.636,5.182,369.1424,367.94482,4.248793,71.0,69.0,59.0,1.0,4.367,5.0,11.0,14.06,-0.2673,-0.2554,3.652456797451386,,
4521,95,16699,479.182,1.364,7.455,488.90768,0.0,7.62577,95.0,92.0,80.0,1.0,4.375,5.0,13.0,-7.453,-4.61,0.6055,9.822347471724884,,
4522,71,10165,124.909,420.455,9.455,138.71114,419.50497,4.45684,71.0,69.0,45.0,1.0,4.0,31.0,24.0,8.68,-0.687,-0.4902,14.70997039310752,,
4522,72,10165,125.091,421.455,9.545,133.42757,422.41205,4.208449,72.0,69.0,45.0,1.0,3.305,31.0,24.0,2.545,-1.17,0.09406,9.94450203092147,,
4523,75,11524,240.545,436.636,5.273,243.3584,433.05103,4.0083117,75.0,69.0,53.0,1.0,6.2,12.0,22.0,13.17,-1.557,-0.1755,4.729340964347664,,
4530,72,13618,11.273,472.273,4.909,8.4924755,470.77777,3.1884143,72.0,70.0,65.0,1.0,5.523,30.0,31.0,11.76,0.11597,0.2264,3.5954755456051832,,
4531,71,14084,255.545,237.273,8.909,248.13115,242.58313,0.0,71.0,70.0,67.0,1.0,3.812,10.0,6.0,-3.969,2.047,-0.3457,12.748840474309814,,
4531,72,14085,254.636,239.727,9.091,261.7437,236.18039,2.0139074,72.0,70.0,67.0,1.0,3.584,10.0,16.0,4.46,2.326,0.1764,10.63875375460278,,
4531,75,3565,254.727,239.273,9.273,256.42743,238.05867,6.122659,75.0,70.0,10.0,1.0,5.215,10.0,67.0,8.766,-1.675,0.00461,3.7803052720753936,,
4543,70,8591,123.818,315.091,-0.636,123.966156,316.69455,3.24686,70.0,70.0,37.0,1.0,3.654,5.0,36.0,8.65,0.4026,-0.02278,4.203560940730603,,
4543,71,8591,124.273,315.727,-0.727,124.813774,315.46228,3.8318446,71.0,70.0,37.0,1.0,3.309,5.0,36.0,10.26,0.1912,0.1274,4.598432046298514,,
4543,72,8591,124.364,316.364,-0.727,125.02605,316.13538,3.2488537,72.0,70.0,37.0,1.0,2.797,5.0,36.0,5.99,-0.2461,-0.0123,4.037076906711548,,
4543,73,14857,123.636,316.091,-0.545,119.63811,315.60397,0.0,73.0,70.0,71.0,1.0,1.502,5.0,5.0,-1.222,3.201,-0.5566,4.064153992284248,,
4552,70,10149,414.091,163.545,0.182,418.68878,156.08293,1.7286489,70.0,70.0,45.0,1.0,3.936,29.0,29.0,7.36,2.445,-0.2273,8.900235526836969,,
4553,92,8774,371.818,131.091,3.909,378.59973,126.18168,7.9999948,92.0,79.0,38.0,1.0,3.541,21.0,46.0,-4.727,0.87,0.2218,9.31823605136335,,
4553,94,17055,372.091,130.818,4.0,381.46136,134.06027,5.575201,94.0,79.0,83.0,1.0,6.227,21.0,11.0,7.637,-0.9883,-0.1105,10.039781843889887,,
4553,95,17055,372.909,131.182,4.091,378.4003,137.1301,5.88217,95.0,79.0,83.0,1.0,5.895,21.0,11.0,12.12,-2.084,-0.532,8.29111327077977,,
4553,96,17055,372.545,131.091,3.909,373.29398,140.44685,6.076043,96.0,79.0,83.0,1.0,4.043,21.0,11.0,5.574,-0.572,-0.0946,9.63270344330962,,
4557,84,14063,218.0,372.636,9.182,217.4945,373.2566,4.9964466,84.0,83.0,67.0,1.0,3.6,13.0,18.0,11.1,-1.487,-0.04956,4.261400224603591,,
4557,86,13868,201.364,380.182,8.273,209.97913,370.86984,1.5517482,86.0,83.0,66.0,1.0,3.9,13.0,25.0,9.625,1.957,-0.00522,14.356601775542265,,
4561,88,17379,493.727,97.273,1.545,501.99902,92.527626,7.9999843,88.0,86.0,84.0,1.0,0.4358,13.0,4.0,-5.87,-2.867,0.0891,11.515715852413276,,
4567,93,15887,223.091,504.818,8.182,222.32362,504.14377,4.749338,93.0,70.0,77.0,1.0,3.984,29.0,14.0,6.375,-2.375,0.1296,3.5814280061930552,,
4567,98,14056,220.727,510.818,8.545,224.33203,504.53406,6.9053383,98.0,70.0,67.0,1.0,1.772,29.0,18.0,-1.433,-1.986,-0.1183,7.427828331009444,,
4569,71,7240,134.182,34.909,5.455,126.99385,44.177883,5.135584,71.0,70.0,29.0,1.0,3.201,30.0,43.0,2.406,-0.7456,-0.00148,11.733870592061468,,
4570,71,8210,212.091,97.091,1.909,218.14745,94.1283,4.8317776,71.0,70.0,35.0,1.0,4.438,30.0,27.0,7.332,-1.039,-0.0931,7.348524123357122,,
4570,75,12671,210.455,98.455,2.273,201.69136,93.14131,1.5183936,75.0,70.0,59.0,1.0,4.14,30.0,30.0,10.43,2.957,-0.802,10.27648375100263,,
4570,76,12671,210.636,97.727,2.455,201.92369,93.15863,1.3846093,76.0,70.0,59.0,1.0,4.105,30.0,30.0,7.816,2.732,0.08167,9.89545785922241,,
4571,72,12574,149.818,446.545,8.818,149.73404,448.18933,5.503823,72.0,70.0,58.0,1.0,4.758,22.0,27.0,6.7,-0.725,0.05286,3.7006269222699135,,
4571,84,16422,106.545,461.455,8.0,103.83932,473.0576,5.926789,84.0,70.0,79.0,1.0,3.334,22.0,8.0,4.992,-1.828,-0.05463,12.092941531030442,,
4573,77,8956,27.273,154.545,8.636,27.74206,167.93233,7.0526786,77.0,70.0,39.0,1.0,3.41,9.0,35.0,1.662,-2.682,0.2391,13.488792698688734,,
4584,83,13204,443.364,31.909,8.0,437.6097,28.416636,0.67411685,83.0,71.0,62.0,1.0,3.102,29.0,25.0,3.385,2.7,-0.2986,9.948725482490202,,
4584,84,13204,439.0,32.0,7.727,432.0827,29.55548,0.49361128,84.0,71.0,62.0,1.0,2.727,29.0,25.0,2.87,2.246,-0.4404,10.302748647570873,,
4585,91,18481,41.0,402.091,8.818,41.652813,398.90872,6.5286674,91.0,76.0,90.0,1.0,4.457,20.0,6.0,9.164,-1.94,-0.4163,3.9741809929583862,,
4592,77,14966,122.818,116.909,0.0,125.35159,118.13573,2.3603864,77.0,71.0,71.0,1.0,3.314,11.0,29.0,4.797,1.021,0.2747,3.673604325224064,,
4593,71,10409,265.636,331.455,1.091,270.69193,324.90924,0.42878684,71.0,71.0,47.0,1.0,4.88,21.0,43.0,6.36,4.03,0.4434,8.29746517990746,,
4595,82,14974,471.727,247.545,8.727,470.5628,247.45004,5.004326,82.0,71.0,71.0,1.0,3.934,29.0,29.0,7.83,-2.154,0.03015,3.901625398712181,,
4597,83,10271,90.091,203.636,9.091,90.10327,201.22816,6.3396673,83.0,78.0,46.0,1.0,4.39,10.0,28.0,11.51,-3.42,-0.591,3.656183207196988,,
4597,84,10271,91.273,202.909,9.273,89.035225,203.92088,6.670169,84.0,78.0,46.0,1.0,3.77,10.0,28.0,8.59,-2.975,-0.473,3.5785845385551585,,
4597,87,16226,80.636,212.091,9.727,82.830765,209.669,6.907462,87.0,78.0,78.0,1.0,3.688,10.0,17.0,6.293,-2.066,-0.251,4.316581047387968,,
4601,78,7963,451.909,124.727,0.727,439.80573,131.9774,1.1464322,78.0,71.0,34.0,1.0,4.312,23.0,41.0,3.877,2.953,-0.2498,14.115005073442122,,
4601,80,16509,452.182,125.091,1.0,445.9584,115.439804,0.0,80.0,71.0,80.0,1.0,2.496,23.0,15.0,-7.934,1.394,-0.15,11.527305894718696,,
4610,71,13270,381.909,379.455,0.182,382.8204,369.01477,1.6327536,71.0,71.0,63.0,1.0,2.473,7.0,16.0,4.3,0.619,-0.4167,10.579874215736815,,
4611,93,17784,308.0,497.727,1.545,318.88644,495.43063,6.853077,93.0,71.0,86.0,1.0,2.885,27.0,11.0,4.242,-4.746,-0.662,12.327350586741204,,
4611,94,18822,301.091,498.455,0.909,291.24664,495.9873,0.0,94.0,71.0,92.0,1.0,3.375,27.0,5.0,-7.438,-2.219,-0.5474,10.189565648230536,,
4619,73,14743,220.0,52.909,9.636,226.59654,51.764923,1.1014675,73.0,71.0,70.0,1.0,3.994,28.0,21.0,10.68,2.686,-0.8594,10.84718844434286,,
4619,83,14557,200.636,58.727,9.545,201.61418,56.706062,6.4712777,83.0,71.0,69.0,1.0,3.879,28.0,14.0,6.746,-2.254,-0.2021,3.80641501806638,,
4619,90,15064,184.182,62.636,8.727,176.21703,65.03187,3.8716207,90.0,71.0,72.0,1.0,3.36,28.0,22.0,7.926,-0.4688,0.3774,9.630973383031872,,
4620,78,15004,190.182,163.636,7.091,199.01,156.4411,5.830883,78.0,71.0,72.0,1.0,3.594,29.0,14.0,3.14,-0.1721,0.01682,11.458100403805547,,
4622,73,13763,189.455,362.818,9.727,190.30698,363.014,5.7732353,73.0,71.0,65.0,1.0,2.4,5.0,30.0,8.3,-2.656,-0.1165,4.049264281738857,,
4622,74,13303,183.182,365.818,9.455,181.99979,358.4713,7.9999905,74.0,71.0,63.0,1.0,7.836,5.0,9.0,-0.4458,-0.4026,-0.7217,7.582128594213516,,
4630,77,13999,509.909,40.545,7.0,509.2898,42.3308,4.0192404,77.0,71.0,66.0,1.0,5.523,12.0,12.0,10.26,0.5547,0.4243,3.529506774748015,,
4632,71,14002,261.909,235.818,2.364,265.84503,222.05116,7.0618944,71.0,71.0,66.0,1.0,4.37,5.0,9.0,4.152,-2.553,-0.714,15.069453458571466,,
4633,79,16116,503.636,424.545,9.273,505.02087,423.33096,5.0229526,79.0,79.0,78.0,1.0,4.78,14.0,9.0,6.996,-0.2761,-0.3481,4.631917631040812,,
4641,74,14809,151.364,410.0,-0.727,148.50931,406.99445,1.484195,74.0,71.0,71.0,1.0,4.863,7.0,9.0,10.984,3.5,0.03375,4.698081430395305,,
4641,75,14809,151.182,410.727,-0.727,148.36835,408.88147,1.5276288,75.0,71.0,71.0,1.0,5.035,7.0,9.0,13.2,2.24,0.0586,4.050426931718359,,
4641,76,14809,150.545,411.273,-0.818,146.91612,412.44534,1.7683332,76.0,71.0,71.0,1.0,3.285,7.0,9.0,7.6,1.737,0.6597,4.607848798671894,,
4654,71,13056,74.455,477.909,9.091,80.66078,479.18887,7.0589867,71.0,71.0,61.0,1.0,3.418,4.0,19.0,7.81,-2.006,-0.577,6.654235544123531,,
4654,72,13056,74.636,476.182,9.182,81.24084,480.01306,7.309319,72.0,71.0,61.0,1.0,5.12,4.0,19.0,9.21,-5.652,0.5034,7.861797903594379,,
4655,96,5745,339.909,288.636,-0.636,334.49988,287.13794,0.0,96.0,96.0,21.0,1.0,3.18,4.0,55.0,-2.34,1.5625,0.2915,5.64865107242426,,
4659,78,14054,28.0,377.545,6.818,21.176662,368.66165,7.9999986,78.0,72.0,67.0,1.0,1.271,11.0,10.0,-7.336,2.621,0.0327,11.263612625403365,,
4662,72,12361,4.364,275.636,0.182,12.696587,278.33133,7.9999967,72.0,72.0,57.0,1.0,1.409,13.0,13.0,-6.96,0.5024,0.3484,11.739586122290667,,
4662,73,2491,4.0,276.636,0.182,10.871254,267.56387,0.41935575,73.0,72.0,4.0,1.0,2.945,13.0,71.0,2.688,2.643,-0.7715,11.383058113770408,,
4662,74,2491,4.182,277.818,0.091,5.739756,271.08142,0.67706,74.0,72.0,4.0,1.0,2.805,13.0,71.0,1.983,3.092,0.419,6.939133964374521,,
4662,75,2491,4.091,277.818,-0.182,4.0962543,275.2235,2.4089718,75.0,72.0,4.0,1.0,4.29,13.0,71.0,11.21,1.136,0.1921,3.666686886831713,,
4670,94,18099,162.818,205.455,4.364,163.66496,202.1103,3.0672162,94.0,72.0,88.0,1.0,4.773,28.0,10.0,14.98,1.2705,0.4658,3.6859201775869415,,
4672,97,18748,284.909,129.727,8.545,284.19366,130.05075,4.500976,97.0,72.0,91.0,1.0,5.59,28.0,9.0,14.97,-1.446,-0.1678,4.11954554419246,,
4673,82,5671,333.455,198.909,9.091,332.7314,198.37851,4.3815036,82.0,72.0,21.0,1.0,3.988,28.0,59.0,9.14,-1.506,-0.0375,4.794202013027079,,
4676,73,12287,352.182,143.364,6.727,354.92227,142.74503,4.599023,73.0,72.0,57.0,1.0,4.145,26.0,32.0,6.67,-1.324,0.318,3.524271505762438,,
4676,74,12287,351.636,144.091,6.909,353.99283,143.09694,4.500695,74.0,72.0,57.0,1.0,4.758,26.0,32.0,8.055,-1.203,0.3125,3.513223008225502,,
4683,72,8627,196.727,95.455,5.545,198.89723,94.62821,2.5762804,72.0,72.0,37.0,1.0,4.773,9.0,37.0,12.33,-0.3245,-0.2289,3.769187713609417,,
4683,73,8627,196.909,94.909,5.636,200.05247,93.51889,2.4697895,73.0,72.0,37.0,1.0,4.09,9.0,37.0,10.98,0.5293,0.06143,4.673189316014312,,
4687,76,7582,140.455,117.0,-0.909,134.67876,110.851,4.6257663,76.0,76.0,31.0,1.0,3.22,4.0,36.0,2.955,-2.03,0.6904,10.09003406997299,,
4688,72,13250,350.091,99.455,2.455,345.97598,89.10312,0.0,72.0,72.0,62.0,1.0,2.975,28.0,9.0,-9.336,-1.42,0.0787,11.407095780030955,,
4688,73,12985,348.909,100.182,2.455,353.00006,91.71249,7.999999,73.0,72.0,61.0,1.0,1.996,28.0,8.0,-5.715,0.417,-0.1882,10.918625622014028,,
4691,79,12175,467.364,53.545,-0.636,466.0833,54.45739,2.943902,79.0,72.0,57.0,1.0,3.402,26.0,38.0,6.703,-0.7383,0.4072,3.910031500091004,,
4691,80,14781,467.909,53.545,-0.727,470.22006,59.563904,2.9607818,80.0,72.0,71.0,1.0,4.656,26.0,15.0,5.348,0.918,0.1616,7.427512254397647,,
4697,92,12605,118.909,58.273,8.818,120.24284,56.081547,5.5622644,92.0,89.0,59.0,1.0,4.277,8.0,29.0,6.39,-1.504,0.3447,4.145046404313993,,
4697,94,12605,118.727,60.091,9.182,115.691414,61.545963,6.382143,94.0,89.0,59.0,1.0,4.812,8.0,29.0,5.824,-0.5137,-0.10754,4.378458509020504,,
4697,95,19399,119.182,60.909,9.0,124.66644,67.130516,3.7743456,95.0,89.0,95.0,1.0,2.865,8.0,5.0,5.64,0.6616,-0.1182,9.80274488906527,,
4697,96,19399,118.818,60.818,8.909,123.88445,67.095795,3.5975733,96.0,89.0,95.0,1.0,3.094,8.0,5.0,5.805,-0.3936,-0.01576,9.658720373527638,,
4698,73,12982,85.818,239.091,6.455,87.24632,233.20253,7.9233613,73.0,72.0,61.0,1.0,2.648,19.0,16.0,-2.055,-1.784,-0.3225,6.234601981733705,,
4699,78,11377,159.091,335.818,0.545,162.47987,336.22266,1.3949077,78.0,72.0,53.0,1.0,4.527,11.0,31.0,9.5,2.275,-0.1559,3.5171768069034144,,
4700,94,14569,303.909,317.818,4.818,306.22513,314.62665,0.7747327,94.0,72.0,69.0,1.0,5.316,28.0,30.0,0.7144,2.143,0.814,5.647759153739581,,
4700,98,19355,292.273,336.182,7.0,285.09586,336.4699,6.9137177,98.0,72.0,95.0,1.0,3.486,28.0,4.0,5.844,-1.555,-0.6685,7.183430212989711,,
4700,99,19355,291.636,340.0,7.909,280.382,340.91354,6.838255,99.0,72.0,95.0,1.0,3.037,28.0,4.0,5.734,-1.464,0.4402,11.341673870581248,,
4702,72,15007,149.455,290.273,3.182,155.53821,292.8286,2.2441604,72.0,72.0,72.0,1.0,4.223,22.0,26.0,5.715,0.7505,-0.1208,6.664538872227228,,
4705,87,15434,355.545,139.273,8.0,353.31076,141.56258,4.763931,87.0,73.0,74.0,1.0,5.207,17.0,24.0,11.0,-0.628,0.0944,4.550400809462943,,
4707,75,15020,202.818,173.636,5.091,206.99976,171.61517,7.9999905,75.0,73.0,72.0,1.0,5.95,20.0,4.0,1.096,-3.52,-0.546,5.480246008674262,,
4709,74,15386,508.182,445.455,1.818,508.0806,439.49176,3.7884212,74.0,73.0,74.0,1.0,4.5,15.0,5.0,6.133,0.235,0.3743,6.281168120899906,,
4709,81,15213,500.636,447.727,1.273,498.3,447.31152,3.8659847,81.0,73.0,73.0,1.0,5.91,15.0,11.0,15.91,-0.0246,-0.633,3.5146961867043576,,
4709,83,14993,486.0,451.727,0.455,494.32098,455.2077,4.761706,83.0,73.0,71.0,1.0,4.758,15.0,23.0,9.45,-1.397,0.3325,9.995083652518192,,
4710,88,17431,24.0,244.545,5.818,27.61722,234.04774,0.0,88.0,73.0,84.0,1.0,2.164,19.0,13.0,-7.45,-0.3916,0.10046,12.534985920853666,,
4714,93,18699,187.636,190.364,8.545,185.4619,189.3699,5.2550097,93.0,81.0,91.0,1.0,3.678,19.0,9.0,5.96,-1.009,0.4268,4.066814698765364,,
4714,95,18699,183.909,190.182,8.636,183.76685,189.24988,5.06495,95.0,81.0,91.0,1.0,4.094,19.0,9.0,7.16,-1.591,0.3386,3.6934336895902153,,
4714,98,18699,185.364,189.364,8.636,186.24294,188.3051,3.9009678,98.0,81.0,91.0,1.0,4.7,19.0,9.0,11.26,-0.648,0.11633,4.930956770104238,,
4718,81,12555,380.727,180.818,9.909,381.3855,179.98116,4.9734273,81.0,73.0,58.0,1.0,3.672,17.0,30.0,7.1,-1.015,0.405,5.049138670366,,
4718,86,12555,382.091,179.0,9.545,382.18347,180.79718,4.634488,86.0,73.0,58.0,1.0,3.95,17.0,30.0,5.55,-0.74,0.0323,5.229869477859269,,
